,Store,Type,Fecha,2017,2018,2019,2020,2021
6474,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-05-03,1.0,,,,
6475,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-05-13,2.0,,,,
6476,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-05-15,1.0,,,,
6477,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-05-17,1.0,,,,
6478,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-05-20,1.0,,,,
6479,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-06-01,1.0,,,,
6480,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-06-03,1.99,,,,
6481,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-06-08,1.0,,,,
6482,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-06-10,1.0,,,,
6483,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-06-13,1.0,,,,
6484,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-06-15,0.99,,,,
6485,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-06-16,0.99,,,,
6486,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-06-24,0.0,,,,
6487,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-07-03,1.0,,,,
6488,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-07-12,1.0,,,,
6489,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-07-15,2.0,,,,
6490,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-07-20,1.0,,,,
6491,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-07-27,-1.0,,,,
6492,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-08-07,1.0,,,,
6493,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-09-04,1.0,,,,
6494,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-09-05,1.0,,,,
6495,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-10-05,2.0,,,,
6496,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-11-13,1.0,,,,
6497,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-12-18,1.0,,,,
6498,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-12-20,1.0,,,,
6499,Q&M Quellon Ladrilleros III,Parka Outdoor,2017-12-30,1.0,,,,
6500,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-01-02,,1.0,,,
6501,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-01-29,,1.0,,,
6502,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-02-09,,1.0,,,
6503,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-02-24,,1.0,,,
6504,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-03-15,,2.0,,,
6505,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-03-22,,2.0,,,
6506,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-03-28,,1.0,,,
6507,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-03-29,,1.0,,,
6508,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-04-03,,2.0,,,
6509,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-04-10,,1.0,,,
6510,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-04-14,,1.0,,,
6511,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-04-16,,1.0,,,
6512,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-04-21,,1.0,,,
6513,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-04-27,,1.0,,,
6514,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-05-02,,1.0,,,
6515,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-05-03,,2.0,,,
6516,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-05-05,,1.0,,,
6517,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-05-09,,1.0,,,
6518,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-05-10,,1.0,,,
6519,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-05-11,,-0.010000000000000009,,,
6520,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-05-12,,0.99,,,
6521,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-05-23,,1.0,,,
6522,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-06-02,,1.0,,,
6523,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-06-06,,1.99,,,
6524,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-06-08,,2.0,,,
6525,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-06-11,,1.0,,,
6526,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-06-13,,0.0,,,
6527,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-06-14,,1.0,,,
6528,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-06-28,,1.0,,,
6529,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-07-06,,0.0,,,
6530,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-07-07,,1.0,,,
6531,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-07-09,,1.0,,,
6532,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-07-10,,2.0,,,
6533,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-07-18,,1.0,,,
6534,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-07-19,,1.0,,,
6535,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-07-30,,1.99,,,
6536,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-08-04,,1.0,,,
6537,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-08-11,,1.0,,,
6538,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-08-17,,1.0,,,
6539,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-08-21,,4.0,,,
6540,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-08-27,,1.0,,,
6541,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-08-28,,0.99,,,
6542,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-08-31,,1.99,,,
6543,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-09-04,,-5.551115123125783e-17,,,
6544,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-09-06,,1.0,,,
6545,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-09-14,,1.0,,,
6546,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-09-15,,1.0,,,
6547,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-09-20,,1.0,,,
6548,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-09-24,,1.0,,,
6549,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-09-29,,2.0,,,
6550,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-10-01,,1.0,,,
6551,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-10-06,,1.0,,,
6552,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-10-10,,0.99,,,
6553,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-10-11,,1.0,,,
6554,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-10-13,,1.99,,,
6555,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-10-18,,1.0,,,
6556,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-11-09,,1.0,,,
6557,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-11-13,,1.0,,,
6558,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-11-21,,2.0,,,
6559,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-11-24,,1.0,,,
6560,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-11-30,,1.0,,,
6561,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-12-01,,2.0,,,
6562,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-12-03,,1.0,,,
6563,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-12-11,,2.0,,,
6564,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-12-12,,1.0,,,
6565,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-12-22,,1.0,,,
6566,Q&M Quellon Ladrilleros III,Parka Outdoor,2018-12-23,,1.0,,,
6567,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-01-26,,,0.99,,
6568,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-01-30,,,1.0,,
6569,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-02-07,,,1.0,,
6570,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-02-11,,,1.0,,
6571,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-02-18,,,1.0,,
6572,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-02-19,,,-1.0,,
6573,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-02-20,,,1.0,,
6574,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-02-21,,,1.0,,
6575,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-02-23,,,1.0,,
6576,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-03-05,,,2.0,,
6577,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-03-20,,,1.0,,
6578,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-03-26,,,1.0,,
6579,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-04-12,,,1.99,,
6580,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-04-16,,,2.0,,
6581,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-04-17,,,2.0,,
6582,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-04-18,,,0.99,,
6583,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-05-04,,,1.0,,
6584,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-05-06,,,1.0,,
6585,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-05-07,,,1.9900000000000002,,
6586,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-05-09,,,0.99,,
6587,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-05-11,,,1.0,,
6588,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-05-13,,,1.0,,
6589,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-05-18,,,1.0,,
6590,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-05-22,,,1.0,,
6591,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-05-23,,,0.99,,
6592,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-05-28,,,1.9900000000000002,,
6593,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-05-31,,,1.0,,
6594,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-03,,,1.0,,
6595,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-04,,,1.0,,
6596,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-10,,,1.0,,
6597,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-11,,,1.0,,
6598,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-13,,,1.0,,
6599,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-14,,,1.0,,
6600,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-17,,,1.0,,
6601,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-19,,,2.0,,
6602,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-20,,,2.0,,
6603,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-21,,,2.99,,
6604,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-22,,,1.98,,
6605,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-26,,,1.0,,
6606,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-27,,,1.0,,
6607,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-28,,,1.0,,
6608,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-06-29,,,8.0,,
6609,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-03,,,1.0,,
6610,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-04,,,1.0,,
6611,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-05,,,1.0,,
6612,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-06,,,1.0,,
6613,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-08,,,3.0,,
6614,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-10,,,1.0,,
6615,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-11,,,1.0,,
6616,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-15,,,1.0,,
6617,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-17,,,1.0,,
6618,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-18,,,1.0,,
6619,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-19,,,1.0,,
6620,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-20,,,1.0,,
6621,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-23,,,1.0,,
6622,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-24,,,1.0,,
6623,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-25,,,2.0,,
6624,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-26,,,-1.0,,
6625,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-07-30,,,1.0,,
6626,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-01,,,1.0,,
6627,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-02,,,1.0,,
6628,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-03,,,1.0,,
6629,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-05,,,1.0,,
6630,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-06,,,1.0,,
6631,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-07,,,1.99,,
6632,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-08,,,1.0,,
6633,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-09,,,1.0,,
6634,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-10,,,2.0,,
6635,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-14,,,1.0,,
6636,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-20,,,1.0,,
6637,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-21,,,0.0,,
6638,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-26,,,0.0,,
6639,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-27,,,0.99,,
6640,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-08-30,,,1.0,,
6641,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-09-04,,,0.99,,
6642,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-09-06,,,1.0,,
6643,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-09-07,,,1.0,,
6644,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-09-09,,,1.0,,
6645,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-09-10,,,2.0,,
6646,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-09-14,,,1.0,,
6647,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-09-24,,,1.0,,
6648,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-09-25,,,2.0,,
6649,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-10-03,,,2.0,,
6650,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-10-05,,,1.0,,
6651,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-10-14,,,1.0,,
6652,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-10-17,,,0.99,,
6653,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-10-29,,,1.0,,
6654,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-11-02,,,2.0,,
6655,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-11-04,,,1.0,,
6656,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-11-14,,,1.0,,
6657,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-11-16,,,1.0,,
6658,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-11-19,,,1.0,,
6659,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-11-22,,,1.0,,
6660,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-11-25,,,0.0,,
6661,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-12-04,,,0.99,,
6662,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-12-07,,,0.99,,
6663,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-12-17,,,2.0,,
6664,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-12-21,,,1.0,,
6665,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-12-22,,,1.0,,
6666,Q&M Quellon Ladrilleros III,Parka Outdoor,2019-12-26,,,-1.0,,
6667,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-01-08,,,,2.99,
6668,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-02-03,,,,1.0,
6669,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-02-26,,,,0.99,
6670,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-02-29,,,,1.0,
6671,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-03-16,,,,1.0,
6672,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-04-17,,,,1.0,
6673,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-04-25,,,,1.0,
6674,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-05-09,,,,1.0,
6675,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-05-28,,,,0.99,
6676,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-06-05,,,,1.0,
6677,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-06-08,,,,1.0,
6678,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-06-13,,,,1.0,
6679,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-06-19,,,,1.0,
6680,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-07-03,,,,1.0,
6681,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-07-04,,,,1.0,
6682,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-07-08,,,,0.99,
6683,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-07-10,,,,1.0,
6684,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-07-11,,,,1.0,
6685,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-07-13,,,,1.0,
6686,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-07-21,,,,1.0,
6687,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-07-23,,,,1.0,
6688,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-07-24,,,,1.99,
6689,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-07-25,,,,0.99,
6690,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-07-27,,,,1.0,
6691,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-07-28,,,,3.0,
6692,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-07-30,,,,0.0,
6693,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-08-01,,,,1.0,
6694,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-08-05,,,,1.98,
6695,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-08-10,,,,2.0,
6696,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-08-11,,,,1.0,
6697,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-08-19,,,,1.0,
6698,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-08-24,,,,2.0,
6699,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-09-02,,,,3.0,
6700,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-09-10,,,,1.0,
6701,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-09-15,,,,1.0,
6702,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-09-25,,,,1.98,
6703,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-09-28,,,,0.0,
6704,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-09-29,,,,1.0,
6705,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-09-30,,,,1.9899999999999998,
6706,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-10-05,,,,1.0,
6707,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-10-06,,,,0.99,
6708,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-10-14,,,,1.0,
6709,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-10-19,,,,2.0,
6710,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-10-21,,,,1.0,
6711,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-10-23,,,,-1.0,
6712,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-10-29,,,,0.99,
6713,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-11-06,,,,1.0,
6714,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-11-21,,,,1.98,
6715,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-11-24,,,,2.0,
6716,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-11-27,,,,1.0,
6717,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-11-28,,,,1.0,
6718,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-12-08,,,,0.0,
6719,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-12-11,,,,1.0,
6720,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-12-15,,,,1.0,
6721,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-12-16,,,,1.0,
6722,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-12-17,,,,1.0,
6723,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-12-21,,,,1.0,
6724,Q&M Quellon Ladrilleros III,Parka Outdoor,2020-12-29,,,,1.0,
6725,Q&M Quellon Ladrilleros III,Parka Outdoor,2021-01-07,,,,,1.0
6726,Q&M Quellon Ladrilleros III,Parka Outdoor,2021-02-16,,,,,1.0
6727,Q&M Quellon Ladrilleros III,Parka Outdoor,2021-02-17,,,,,1.0
6728,Q&M Quellon Ladrilleros III,Parka Outdoor,2021-02-18,,,,,1.0
6729,Q&M Quellon Ladrilleros III,Parka Outdoor,2021-02-26,,,,,0.99
6730,Q&M Quellon Ladrilleros III,Parka Outdoor,2021-03-02,,,,,1.0
6731,Q&M Quellon Ladrilleros III,Parka Outdoor,2021-03-03,,,,,1.0
6732,Q&M Quellon Ladrilleros III,Parka Outdoor,2021-03-06,,,,,1.0
6733,Q&M Quellon Ladrilleros III,Parka Outdoor,2021-03-08,,,,,1.0
6734,Q&M Quellon Ladrilleros III,Parka Outdoor,2021-03-10,,,,,1.0
6735,Q&M Quellon Ladrilleros III,Parka Outdoor,2021-03-12,,,,,1.0
6736,Q&M Quellon Ladrilleros III,Parka Outdoor,2021-03-18,,,,,0.99
6737,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-03-23,1.0,,,,
6738,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-04-21,1.0,,,,
6739,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-04-22,1.0,,,,
6740,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-04-29,1.0,,,,
6741,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-05-05,0.99,,,,
6742,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-05-06,1.0,,,,
6743,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-05-12,1.0,,,,
6744,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-05-15,1.0,,,,
6745,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-05-19,2.0,,,,
6746,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-05-24,1.0,,,,
6747,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-05-27,2.0,,,,
6748,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-05-30,1.0,,,,
6749,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-06-06,1.0,,,,
6750,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-06-07,1.0,,,,
6751,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-06-09,0.99,,,,
6752,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-06-13,3.0,,,,
6753,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-06-15,1.0,,,,
6754,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-06-16,2.0,,,,
6755,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-06-17,4.97,,,,
6756,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-06-21,-1.0,,,,
6757,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-06-24,1.0,,,,
6758,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-06-28,0.0,,,,
6759,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-06-29,1.0,,,,
6760,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-06-30,2.99,,,,
6761,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-07-01,1.0,,,,
6762,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-07-03,1.0,,,,
6763,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-07-15,1.0,,,,
6764,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-07-19,2.0,,,,
6765,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-07-21,2.0,,,,
6766,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-07-27,1.0,,,,
6767,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-07-29,1.0,,,,
6768,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-08-03,1.0,,,,
6769,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-08-12,1.0,,,,
6770,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-08-14,1.0,,,,
6771,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-08-16,1.0,,,,
6772,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-08-18,0.99,,,,
6773,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-08-25,1.0,,,,
6774,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-08-26,0.0,,,,
6775,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-08-31,1.0,,,,
6776,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-09-04,1.0,,,,
6777,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-09-07,1.0,,,,
6778,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-09-09,1.0,,,,
6779,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-09-13,1.0,,,,
6780,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-09-14,1.0,,,,
6781,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-09-16,-1.0,,,,
6782,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-09-23,1.0,,,,
6783,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-09-29,1.0,,,,
6784,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-09-30,2.0,,,,
6785,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-10-05,1.0,,,,
6786,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-10-06,0.0,,,,
6787,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-10-07,1.0,,,,
6788,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-10-10,-1.0,,,,
6789,Q&M Quellon Ladrilleros III,Polar Outdoor,2017-10-13,1.0,,,,
